100060	Kareena_Kapoor	1.1496233940124512
100060	Karisma_Kapoor_filmography	1.081695556640625
100060	Kareena_Kapoor_filmography	1.0450176000595093
100060	Randhir_Kapoor	1.032440423965454
100060	List_of_awards_and_nominations_received_by_Kareena_Kapoor	0.9861831665039062
100060	Kajal_Kiran	0.9702833294868469
100060	Vaani_Kapoor	0.9696964025497437
100060	Karisma_Kapoor	0.9333826303482056
100060	Kareena_Kareena	0.9052652716636658
100060	Kajol_filmography	0.8874285221099854
100145	Silver_Surfer	0.9422411322593689
100145	Silver_Surfer_(comic_book)	0.9121618270874023
100145	Doomsday_Man	0.853087306022644
100145	Silver_Surfer_(disambiguation)	0.8411233425140381
100145	Esad_Ribić	0.7889326810836792
100145	Silver_Surfer_(TV_series)	0.7784674167633057
100145	Fantastic_Four:_Rise_of_the_Silver_Surfer	0.7246514558792114
100145	Einar_Kárason	0.6168100833892822
100145	Guðrún_Kristín_Magnúsdóttir	0.6011825203895569
100145	Guðmundur_G._Hagalín	0.4977183938026428
100243	Kung_Fu_Panda	1.1301984786987305
100243	Kung_Fu_Panda_2	1.0137724876403809
100243	Kung_Fu_Panda_3	0.979996919631958
100243	Kung_Fu_Hustle	0.9353278875350952
100243	Kung_Fu_Panda_Holiday	0.7900952100753784
100243	Kung_Fu_Panda_(franchise)	0.7875670194625854
100243	Kung_Fu_Panda:_Secrets_of_the_Masters	0.7736580967903137
100243	Kung_Fu_Panda:_Showdown_of_Legendary_Legends	0.7376481294631958
100243	Kung_Fu_Panda:_Legends_of_Awesomeness	0.7166141867637634
100243	Kung_Fu_Panda:_Legends_of_Awesomeness_(season_1)	0.7015381455421448
100245	Julie_Bowen	1.0609928369522095
100245	Andrea_Bowen	1.0407885313034058
100245	Julie_Cobb	0.9285469055175781
100245	Sarah_Bowen	0.8956790566444397
100245	Lindsay_Bowen	0.8867998719215393
100245	Gail_Bowen	0.8829016089439392
100245	Dennis_Bowen	0.8772561550140381
100245	Julie_Vega	0.7965661883354187
100245	Margaret_Davis_Bowen	0.7887170910835266
100245	Rachel_Ames	0.7427417635917664
100261	Mount_Hood_(California)	1.1002624034881592
100261	Mount_Hood_Wilderness	1.0847736597061157
100261	Mount_Hood	1.0639550685882568
100261	Mount_Hood_Skibowl	1.03403902053833
100261	Mount_Hood,_Oregon	1.0243360996246338
100261	Mount_Hood_Meadows	1.018277883529663
100261	Mount_Hood_National_Recreation_Area	1.0059828758239746
100261	Mount_Hood_(disambiguation)	1.005921721458435
